id,name,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,popularity,category_name
60SvhHtwefT0e2G7i7kOH3,New Gold,0.0425,0.695,215149,0.923,0.0469,1.0,0.116,-3.93,0.0,0.0522,108.014,3.0,0.551,73,active
6GGtHZgBycCgGBUhZo81xe,Say Yes To Heaven,0.709,0.49,209156,0.352,0.0856,6.0,0.114,-11.577,0.0,0.0254,99.992,4.0,0.166,93,active
6HWBhda8t2Q68wg3U8T2lf,sever the blight,0.0279,0.597,174065,0.788,0.000214,1.0,0.358,-4.527,0.0,0.0433,159.958,4.0,0.153,62,active
6TsJdaFeTut45R5nRlppdv,Dancing on My Own,0.36,0.705,209813,0.778,0.0,4.0,0.107,-4.5,1.0,0.0647,116.78,4.0,0.341,53,active
6bcjN31l2M7nddJMKBJbDN,Bounce,0.0307,0.612,166582,0.676,1.05e-06,0.0,0.467,-4.931,0.0,0.0574,175.982,4.0,0.548,69,active
6jGNpnnlBkUF6xROJNqhSV,Kid,0.0082,0.331,208253,0.889,0.0002,1.0,0.135,-4.308,0.0,0.0765,157.62,1.0,0.416,58,active
6vu5xJWIvukCK8cwBXOOj0,Living In A Haze,0.273,0.688,173369,0.718,3.36e-06,1.0,0.12,-5.99,1.0,0.0378,129.862,4.0,0.427,69,active
72zjYe2aysOkIR7l6KQIhR,Calm Down,0.0192,0.547,194227,0.684,0.0,9.0,0.111,-4.88,1.0,0.0303,90.034,4.0,0.276,62,active
77F6ryVdeVe0ZabzhpCad2,Blades,0.138,0.762,221092,0.572,0.00222,7.0,0.106,-6.533,0.0,0.0355,106.014,4.0,0.504,61,active
7MTHpsxtKVJaBL6e9WXzqD,The Bridge,0.0203,0.557,181938,0.521,0.0,9.0,0.184,-7.706,0.0,0.0411,147.573,3.0,0.207,71,active
7j4xf3LLFtAupXBAxgIde2,Rescue Me,0.149,0.62,172280,0.689,0.0,8.0,0.0849,-4.572,0.0,0.217,156.042,4.0,0.808,64,active
7n6QMW76A5qgfn0Mb4aL7i,Off My Mind,0.305,0.574,213855,0.664,2.29e-05,0.0,0.143,-7.713,1.0,0.0334,111.933,4.0,0.727,66,active
7u2nN6yhi4SfFyMHLE032Q,Hold Me Like a Grudge,0.000305,0.646,215601,0.798,9.84e-05,4.0,0.0922,-5.283,0.0,0.0767,113.959,4.0,0.821,70,active
0Oc3OdiUuQBpu3X7eJbF3k,Ghetto Boy,0.195,0.741,155428,0.623,0.00681,9.0,0.14,-6.667,0.0,0.114,105.005,4.0,0.352,50,active
4DYXIhYtRnlRnYSKFNPGpu,Backflips,0.269,0.882,203464,0.536,0.00262,6.0,0.0837,-10.765,0.0,0.0888,100.001,4.0,0.832,67,active
4cUBqMp6n4B2L4Mmr1JcLr,Gospel,0.16,0.71,156387,0.613,0.0,10.0,0.189,-9.955,0.0,0.151,154.993,4.0,0.452,68,active
6z6KfrFYUT6aD2DOVMwMJT,MENTAL BREAKDANCE,0.0739,0.737,181333,0.573,0.0,1.0,0.342,-7.333,1.0,0.13,90.033,4.0,0.253,57,active
07tlV5B44wa5DjtRTehjaH,Procession,0.125,0.135,78253,0.285,0.889,0.0,0.0988,-17.326,0.0,0.0426,143.678,5.0,0.0317,32,relax
0GREywg9ilk2u04Oy22Apu,Father Ghost,0.653,0.16,153079,0.115,0.991,7.0,0.101,-15.056,0.0,0.0378,69.098,3.0,0.051,30,relax
0GSJipW8Nt5ZNRtQEpUzfP,Fencing Duel,0.636,0.488,135693,0.225,0.762,8.0,0.125,-24.341,1.0,0.0358,97.526,3.0,0.0399,38,relax
0HY36x94MbEBf0ZNw0eHsP,Main Titles,0.813,0.283,156200,0.513,0.974,2.0,0.0563,-10.41,0.0,0.0329,140.371,4.0,0.0688,37,relax
0IKB0sdYNfXIvoxKWlh05D,Bus Stop,0.995,0.0902,43906,0.0139,0.936,4.0,0.0915,-28.617,0.0,0.0359,85.703,4.0,0.0275,23,relax
0iYsrjk7owSIKL2TEv0sRA,On Our Plates,0.935,0.432,247363,0.233,0.894,0.0,0.0893,-16.919,1.0,0.0346,120.005,4.0,0.0744,32,relax
0lSNTyzcHe7lg1OqY52IXR,What if it was Real?,0.988,0.162,68287,0.00763,0.326,10.0,0.0757,-38.738,0.0,0.0506,67.359,4.0,0.0359,34,relax
0pMuFnl4nOtuFSoC9PI0GI,You Are One of Us,0.608,0.384,235500,0.103,0.888,3.0,0.376,-23.688,1.0,0.0418,76.23,4.0,0.0396,40,relax
0rIp4BZn76zzW9oXj5ZlDx,A Miracle,0.611,0.195,150008,0.105,0.674,9.0,0.0646,-19.093,1.0,0.0375,125.495,4.0,0.0381,35,relax
0rfaeL0QdlX5xMUjlPVTeD,Clothes From Miss Mabel,0.878,0.362,98440,0.0478,0.938,11.0,0.0878,-17.632,0.0,0.0417,116.38,4.0,0.166,38,relax
11kh0ybfoTNvuRp7eckI5R,My Life Is on Inisherin,0.959,0.18,226840,0.0501,0.672,8.0,0.127,-20.366,1.0,0.0395,64.993,4.0,0.0399,37,relax
16HqLyMhdlopmXKqxLNblm,Goodbye Peter Pan,0.911,0.166,216960,0.16,0.789,0.0,0.164,-13.08,1.0,0.038,80.321,1.0,0.038,34,relax
1NkI8DtCnjcWVCVLF0gB71,The Batman,0.5,0.209,407533,0.152,0.903,10.0,0.103,-16.519,0.0,0.0324,80.136,4.0,0.0482,61,relax
1QQGVmtL3AC8ECUWDNDOIH,Maya’s Adoption Party,0.967,0.198,141693,0.132,0.53,0.0,0.0855,-17.053,1.0,0.0434,70.216,3.0,0.0378,36,relax
1XkRprkVY9ntVC7KzHrlaZ,The Book of Boba Fett,0.776,0.557,175699,0.471,0.841,7.0,0.115,-9.822,0.0,0.0365,130.075,3.0,0.191,57,relax
22YAuxChtTHX8D9so4i5R5,Not All Men,0.954,0.251,209624,0.103,0.803,9.0,0.087,-17.899,0.0,0.0483,128.157,4.0,0.0529,31,relax
27IauLSoyh3hseoltgWrRP,The Story of the First Witcher,0.0407,0.359,221240,0.547,0.948,11.0,0.104,-12.474,0.0,0.038,140.107,4.0,0.148,38,relax
2DOdjFBjn6mSI5NW3f6Egl,Kook In Love,0.0652,0.48,150323,0.393,0.675,9.0,0.114,-14.063,0.0,0.0304,134.963,4.0,0.206,32,relax
2QjvLUy2wF9LU34eJ9Fhvq,A Mother's Touch,0.778,0.169,345637,0.128,0.948,1.0,0.478,-22.022,1.0,0.039,138.078,3.0,0.0377,30,relax
2egNpOad1kRNG32VE5uHtF,Dreams,0.934,0.23,63693,0.185,0.962,9.0,0.0907,-18.219,0.0,0.0427,86.091,5.0,0.0348,51,relax
2eukTYngjYXpq61xu2b0Mn,The Banished Angel,0.929,0.154,161315,0.166,0.974,0.0,0.108,-18.902,0.0,0.043,106.337,4.0,0.0318,30,relax
2hPZ0UcecOjTmovBvldFcN,FOREST RUN,0.919,0.34,149010,0.196,0.905,9.0,0.178,-22.612,0.0,0.0437,127.609,4.0,0.0875,32,relax
2k2qC3o7QLhVzJXi8DxJ2t,She,0.401,0.265,145360,0.402,0.795,2.0,0.135,-12.227,1.0,0.0423,133.492,4.0,0.0405,32,relax
2xTOwdq3ZUNX1WZiMW2VYC,My Policeman,0.916,0.0851,309893,0.119,0.913,1.0,0.0827,-15.899,0.0,0.0385,83.583,5.0,0.0354,30,relax
2yARGNWP8dOCy8o97gOVgo,Apocalypse Practice,0.673,0.539,142558,0.585,0.957,2.0,0.103,-13.748,1.0,0.0315,136.978,4.0,0.432,33,relax
2ycHXNy1oD6Syz0pGZzVq7,Gun Barrel,0.711,0.178,55520,0.18,0.361,7.0,0.168,-16.097,1.0,0.0335,63.18,3.0,0.168,35,relax
30NS4OLaCDe0aJOPCcrF1J,Dungeons and Dragons,0.025,0.155,95266,0.634,0.658,7.0,0.141,-10.508,1.0,0.0482,74.649,4.0,0.0396,34,relax
35oXOy6T19a5Q3o6AsslAm,Our Universe,0.0997,0.224,73998,0.368,0.894,2.0,0.121,-16.17,0.0,0.0361,91.723,1.0,0.224,47,relax
36bhoKLSIcHFPP9GH8XCE8,Leaving Home,0.889,0.176,207517,0.218,0.914,2.0,0.0668,-18.957,0.0,0.0381,87.56,4.0,0.045,48,relax
3Jqj5iGN9OeK6aTJhjKSEA,The Frozen Planet,0.66,0.0631,263483,0.255,0.459,2.0,0.0617,-14.752,1.0,0.04,50.696,3.0,0.0371,57,relax
3M0Q7Zf7WIWA3DErPigGg8,This Is How I Fight,0.793,0.164,160288,0.258,0.932,9.0,0.145,-16.658,0.0,0.0364,91.892,4.0,0.0376,44,relax
3UIdfTWEMXcBZYgLN3mMvu,Beyond,0.991,0.0789,192527,0.0257,0.681,9.0,0.0668,-20.373,0.0,0.0429,69.33,3.0,0.0396,44,relax
3VXY6oTdl3y8fhA2EiFI38,The Witching Hour,0.576,0.284,183306,0.418,0.961,7.0,0.112,-12.755,1.0,0.0464,180.052,4.0,0.114,30,relax
3dd9uXh41vmFLO3UvqLJL6,Wednesday Main Titles,0.352,0.493,69893,0.432,0.266,2.0,0.142,-11.836,1.0,0.0256,97.931,4.0,0.13,60,relax
3m7Lq24EfeviUmmV19vuyZ,Nature is Timeless,0.81,0.15,162492,0.364,0.882,0.0,0.0921,-12.114,1.0,0.0325,81.747,4.0,0.0749,28,relax
3oKK4OBgOs0WSvpaQZ9Fdy,I Loved You First,0.725,0.181,94542,0.162,0.955,7.0,0.106,-18.053,1.0,0.0416,71.128,4.0,0.0368,38,relax
3zi5SM4swBKDHRyUl8nZEr,Ethan’s Run,0.097,0.331,165565,0.358,0.942,5.0,0.195,-15.429,1.0,0.0326,111.815,4.0,0.0348,31,relax
474E7jGAWAeCIKIO4Dz3wL,Star Trek: Strange New Worlds,0.577,0.234,111826,0.517,0.788,0.0,0.455,-10.687,1.0,0.0421,64.895,4.0,0.0515,33,relax
4KvN5TDHEndfgy1EX7Bipj,Stop Right Now,0.97,0.341,125746,0.0378,0.94,0.0,0.107,-24.315,1.0,0.0408,65.898,3.0,0.0382,41,relax
4M4R19bQjkABzjResTozBt,Level Complete,0.241,0.351,152846,0.622,0.936,5.0,0.0582,-7.495,1.0,0.069,150.704,3.0,0.59,63,relax
4SIfcQHmeKQ7F3K6Tbz5gK,Mama's Got a Brand New Hammer,0.0276,0.233,368346,0.445,0.848,0.0,0.115,-9.751,0.0,0.0373,109.884,4.0,0.0657,33,relax
4VLgTzZqAJmvYgoOgrxDz5,World On The Move,0.352,0.291,151918,0.448,0.929,1.0,0.0859,-15.518,1.0,0.0519,145.011,4.0,0.0588,38,relax
4WbSUuY31KdjUOmnmANNUi,Video Games,0.983,0.395,232851,0.0519,0.95,6.0,0.0785,-20.205,0.0,0.0355,61.985,4.0,0.0513,44,relax
4WyjmaYIeJd2P7ySunGETm,Leah and Bex Sleep,0.97,0.172,123820,0.216,0.885,9.0,0.118,-21.856,0.0,0.0496,124.557,4.0,0.0295,28,relax
4gdMWFOlSyIHTJLOfgX1tj,Resting,0.916,0.137,92125,0.0775,0.909,10.0,0.104,-23.556,0.0,0.0564,73.249,3.0,0.0335,43,relax
4unEKanhrUiSOMqja8Euw5,The Last of Us,0.627,0.681,67669,0.495,0.981,11.0,0.107,-13.205,0.0,0.0416,103.027,4.0,0.132,55,relax
52xDg0M5k738bEuyIS2gaA,Home,0.947,0.142,186582,0.0179,0.847,4.0,0.0916,-31.772,0.0,0.0422,67.147,4.0,0.0349,32,relax
5Dwz3DfVfFpMgGTHyx3x1m,The Academy,0.831,0.102,147266,0.182,0.936,10.0,0.089,-15.745,1.0,0.0346,90.559,4.0,0.0413,34,relax
5F4hjWU7HVUK8i0pNlDRhM,The Ride of the Witcher,0.028,0.471,203264,0.495,0.0,5.0,0.108,-11.084,1.0,0.0785,149.826,4.0,0.38,47,relax
5HSQJnJ9Y2yjI9Y2oX6sgl,The Prince That Was Promised,0.845,0.22,274271,0.0694,0.723,9.0,0.0899,-22.182,0.0,0.0361,60.274,4.0,0.0384,55,relax
5W302Z0r4L9N4P3pHoMGac,Legacy And Future,0.813,0.103,104226,0.173,0.951,2.0,0.0784,-13.151,1.0,0.0358,90.102,4.0,0.0391,29,relax
5WSFsgLql08p89fRCbD0OH,The Beloveds,0.00159,0.376,360000,0.667,0.107,0.0,0.183,-9.899,1.0,0.0455,84.943,4.0,0.195,40,relax
5WV0YyXkC4UoPObkLdTPb0,oxygen,0.75,0.112,228928,0.201,0.878,1.0,0.128,-15.954,1.0,0.0377,87.842,4.0,0.0279,27,relax
5vgnRvuUVkic3Dhy1oGORc,Who You Are,0.903,0.168,218732,0.0437,0.896,2.0,0.0833,-24.026,1.0,0.0359,73.946,4.0,0.0533,54,relax
65ICJM6KqFWou1ntTAv0Qk,Moon Knight,0.12,0.331,130453,0.535,0.0579,0.0,0.287,-12.107,1.0,0.0472,93.175,3.0,0.0867,48,relax
6HB5R1sNMWYJ5eRqCWTPqo,Citadel,0.392,0.302,79710,0.34,0.769,10.0,0.122,-12.725,0.0,0.0383,137.465,3.0,0.0478,36,relax
6Hp57iv0VLGgmWyOFx8iUm,Burn Butcher Burn,0.636,0.344,159430,0.219,0.0,0.0,0.114,-15.187,0.0,0.0653,78.341,4.0,0.183,62,relax
6SwPlqCdm0zqG6l3vH24QY,The Humpback Whale’s Miracle,0.934,0.127,148466,0.297,0.93,10.0,0.232,-15.617,1.0,0.0397,152.886,4.0,0.0389,33,relax
6bh3vf93ab2mBMpsJnj8BC,Werewolf By Night: Mane Title,0.38,0.173,181880,0.255,0.444,9.0,0.0985,-13.197,0.0,0.0364,93.388,4.0,0.0342,32,relax
6fQDa0Wh4niERIF1svm3Zv,Lovers,0.675,0.247,108880,0.0842,0.921,10.0,0.0942,-16.43,1.0,0.0367,81.382,4.0,0.12,32,relax
6h1nuPZk9fQjjgKEuiRJOf,Song of the Seven,0.679,0.479,227162,0.435,0.0,7.0,0.0531,-10.908,0.0,0.0661,180.049,3.0,0.573,46,relax
6rwOaV5ZyudZuqNEkdAwUt,Father's Daughter,0.992,0.167,91500,0.0472,0.965,1.0,0.0763,-24.616,1.0,0.0363,66.293,4.0,0.17,31,relax
6xxpRXHpaEtF0hAU5wNA9O,Teacher,0.881,0.403,147261,0.293,0.226,9.0,0.0699,-14.749,0.0,0.0437,89.285,4.0,0.395,37,relax
729porTW6i1cZ53nrNJmpN,Preparing The Trap,0.943,0.729,160533,0.236,0.905,7.0,0.101,-18.423,0.0,0.0404,126.022,4.0,0.215,47,relax
75yRQ1RE96bpNPhQvcOveR,Ms. Marvel Suite,0.0143,0.261,269765,0.719,0.363,11.0,0.151,-8.468,0.0,0.0486,135.01,4.0,0.312,32,relax
76xQe9hXJSoGmrZ1ruNsqv,A New Era,0.939,0.2,322902,0.289,0.865,8.0,0.127,-13.621,0.0,0.0354,76.109,3.0,0.0519,33,relax
7DPuAbyLW2zgtEyC5pHufG,Luther's Theme,0.891,0.17,149493,0.132,0.979,0.0,0.107,-20.82,0.0,0.0375,80.492,3.0,0.114,38,relax
7DYB52sRKxgh8N1wU3NFMp,Actually Her,0.76,0.224,192560,0.198,0.966,2.0,0.0896,-19.533,0.0,0.0376,129.98,3.0,0.0974,41,relax
7LyHmHqI6t5rpi2BDSlO0M,What Lies Ahead,0.731,0.24,212520,0.0512,0.884,11.0,0.108,-25.661,0.0,0.0371,63.5,4.0,0.0347,27,relax
7aik1FI7t1PUka7u6zwDEh,Doing Nothing With Friends,0.774,0.245,162538,0.024,0.733,0.0,0.101,-19.652,1.0,0.037,75.077,4.0,0.108,33,relax
7mdfc67axIpeKYXHuVO5Eg,A Good Son,0.986,0.273,106386,0.0199,0.816,7.0,0.092,-20.976,1.0,0.0443,69.626,4.0,0.069,30,relax
7qMxlJ1K6Px8awhdYV1lny,Mother Daughter Theme,0.993,0.505,160786,0.00905,0.934,7.0,0.133,-27.989,1.0,0.0647,60.08,3.0,0.143,36,relax
7wEaPRwNN1mrDrnqZZoQ3M,Love Is Not Enough,0.765,0.166,201693,0.171,0.918,7.0,0.107,-21.268,0.0,0.0387,86.627,5.0,0.0392,49,relax
7yYl5MgfsSxg6TLVQMfXVg,I’m Ready To Go,0.538,0.341,249106,0.279,0.923,10.0,0.111,-14.454,1.0,0.0317,59.958,4.0,0.126,32,relax
7z5VsNMFFsAufyFUhC0UDo,The Kingdom of Dreams,0.557,0.357,134400,0.374,0.93,8.0,0.0997,-16.241,1.0,0.0417,130.626,4.0,0.0343,46,relax
04eShjKTWijeJJqGnhxpYK,Scheherazade: The Tale of the Kalendar Prince,0.962,0.235,200360,0.0639,0.603,11.0,0.466,-24.404,0.0,0.049,120.736,3.0,0.0781,60,relax
0AyNC0zlef2QbJ01Xfq8Wf,"The Nutcracker, Op. 71, TH.14 / Act 2: No. 12b Coffee",0.941,0.156,191160,0.00709,0.799,7.0,0.0986,-34.153,0.0,0.0382,97.925,3.0,0.041,46,relax
0DqFXzLtKkj9JO421NJpl1,"Suite No. 3 in D Major, BWV 1068: II. Air",0.922,0.0769,363253,0.0846,0.929,2.0,0.113,-25.997,1.0,0.045,176.329,4.0,0.0586,68,relax
0PiKaKQ6gtovR4DtVg8aNn,Speaking Unto Nations,0.509,0.0992,302986,0.0249,0.805,4.0,0.0831,-20.744,0.0,0.0427,82.834,3.0,0.0364,48,relax
0XkcuWNLacWDwEDmvq4CCy,Serenade in B,0.991,0.171,330000,0.037,0.898,3.0,0.123,-25.191,1.0,0.0409,67.89,4.0,0.037,60,relax
0cqcRqZgkNHanWQ8slYA0v,Mahler: Symphony No. 5 in C,0.896,0.0783,583293,0.0523,0.945,5.0,0.0806,-23.247,1.0,0.0471,82.015,4.0,0.0327,61,relax
0g7AZiNDzDuEYOwV27qoXb,Rhapsody in Blue,0.976,0.309,890000,0.258,0.69,9.0,0.0924,-15.327,1.0,0.0459,74.568,4.0,0.115,40,relax
0w4LgJ5G1Xz5jLS3HX8oyq,Young Person's Guide To The Orchestra,0.94,0.218,1050893,0.117,0.861,0.0,0.15,-18.585,1.0,0.0489,77.009,4.0,0.0599,45,relax
1CSaCKPIp2yCIDL3t7Fyau,Barber: Adagio for Strings,0.974,0.102,537426,0.0733,0.859,10.0,0.28,-24.133,0.0,0.0488,73.954,3.0,0.0308,60,relax
1MiWGSGDC5mGoP3MNclZ7s,The Rite of Spring: Part One: Adoration of the Earth: Introduction,0.947,0.101,208586,0.0241,0.847,11.0,0.0693,-30.172,0.0,0.0485,87.14,3.0,0.0329,49,relax
1Mse9NKBbEASi50CQ4aYhr,Pachelbel: Canon and Gigue for Three Violins and Continuo in D Major: Canon,0.744,0.128,301586,0.132,0.942,2.0,0.107,-17.67,1.0,0.0353,85.314,4.0,0.0988,59,relax
2OHnoGjn6X6kDwzO7Rw0Y9,The Sorcerer's Apprentice,0.797,0.351,577440,0.206,0.255,1.0,0.0738,-22.657,1.0,0.0597,130.415,4.0,0.0839,49,relax
2cFsO1qC65joLn2GzRViBI,"Hungarian Dance No. 5 in G Minor, WoO 1, No. 5",0.903,0.349,150506,0.0503,0.153,6.0,0.228,-18.668,0.0,0.038,107.272,3.0,0.295,52,relax
2dEbRirkEtImY7HdYxrgRS,"Delius: 2 Pieces for Small Orchestra: No. 1, On Hearing the First Cuckoo in Spring",0.851,0.0716,349760,0.0408,0.901,7.0,0.0844,-28.284,1.0,0.0399,77.047,4.0,0.0377,56,relax
2nVt0n0aSj3AwZjakMvDHX,Khachaturian: Spartacus Suite No. 2: I. Adagio of Spartacus and Phrygia,0.807,0.165,592040,0.106,0.782,8.0,0.105,-21.742,1.0,0.039,105.651,3.0,0.0336,50,relax
2s7oaW721ExcKoyxzDWD1D,Symphony No. 5 in E,0.865,0.162,481600,0.139,0.918,8.0,0.216,-20.694,1.0,0.0386,94.009,3.0,0.0903,46,relax
3VQ7hwiEfaHDl3AySgyaiR,"Peer Gynt, Op. 23: Act II, 7, In the Hall of the Mountain King",0.955,0.436,153266,0.151,0.793,11.0,0.11,-20.745,0.0,0.0603,103.777,4.0,0.359,49,relax
3af6PvJHP8XlFMWeuN7bF8,"Andante festivo for Strings and Timpani, JS 34b",0.484,0.113,337840,0.161,0.928,7.0,0.16,-20.046,1.0,0.0442,65.062,4.0,0.0365,53,relax
3jLcwFns5S9OYQojN8XAkJ,"Symphony No. 9 in E Minor, Op. 95 'From the New World': II. Largo",0.89,0.154,775306,0.00261,0.763,1.0,0.125,-36.267,1.0,0.0419,83.549,4.0,0.0366,45,relax
4SFBV7SRNG2e2kyL1F6kjU,The Well,0.989,0.221,139306,0.126,0.897,0.0,0.102,-25.427,1.0,0.0447,133.63,4.0,0.216,65,relax
4YPPXfCUuKEWvvsnl64BEA,The Lark Ascending,0.903,0.0946,933075,0.0129,0.294,4.0,0.082,-32.298,0.0,0.0491,82.741,4.0,0.0382,58,relax
4fDodwdZ1LBDL2I2WCnUMY,"Tsar Saltan, Op. 57: Flight of the Bumblebee",0.977,0.458,84266,0.11,0.903,9.0,0.359,-22.234,0.0,0.0309,83.43,4.0,0.481,44,relax
4gmhjAsvL6c7se2PBh7dHw,"Recomposed By Max Richter: Vivaldi, The Four Seasons: Spring 1",0.499,0.701,151506,0.341,0.903,1.0,0.359,-12.26,0.0,0.0418,105.513,3.0,0.163,61,relax
56oReVXIfUO9xkX7pHmEU0,On the Nature of Daylight,0.154,0.065,371746,0.341,0.854,10.0,0.109,-12.743,0.0,0.0482,65.38,4.0,0.0334,69,relax
5xcYuTciYwyCDPkOgYBAYz,"Rhapsody on a Theme of Paganini, Op. 43: Variation No. 18 Andante cantabile",0.98,0.205,174653,0.0525,0.906,1.0,0.103,-23.841,1.0,0.0327,88.316,4.0,0.0511,55,relax
62PbW2vKBkNcCEAUUZyuES,"Symphony No. 8 In B Minor, D.759",0.903,0.101,902466,0.0326,0.863,11.0,0.117,-17.268,0.0,0.0386,73.674,4.0,0.0526,43,relax
64ZxBE1ZgK4C0lGljXzDcG,The Four Seasons,0.81,0.48,204146,0.163,0.754,5.0,0.093,-19.117,0.0,0.0645,158.366,4.0,0.212,63,relax
6JoMhlsYqtzwBCVZaEdO6j,Orfeo Ed Euridice: Dance of the Blessed Spirits,0.972,0.201,409000,0.0659,0.931,5.0,0.0551,-27.143,1.0,0.0521,91.363,4.0,0.089,42,relax
6VDHdry8ytOL2WWbePDxSD,"The Gadfly Suite, Op. 97a: VIII. Romance",0.969,0.116,195333,0.0694,0.644,0.0,0.109,-23.624,1.0,0.0497,169.789,4.0,0.0377,52,relax
6aHZQ2a2ZgBDLZsx1usftw,Merry Christmas Mr. Lawrence,0.984,0.339,277147,0.0592,0.863,10.0,0.12,-17.647,0.0,0.0373,105.908,4.0,0.198,49,relax
7HSs4srn1qnZhh7WRWBVOk,"Prokofiev: Romeo and Juliet, Op. 64, Act 1, Scene 2: Dance of the Knights",0.927,0.21,341693,0.101,0.902,0.0,0.0776,-19.383,1.0,0.0403,86.314,4.0,0.153,59,relax
2lQAr1QdVgGlTlhGnda4qe,Mary Jane,0.64,0.875,181400,0.549,1.56e-06,1.0,0.0839,-7.262,1.0,0.0519,122.043,4.0,0.104,61,relax
7IExKuaQ33gtHIOYQz6zb6,Mesafe,0.182,0.776,301960,0.731,0.0,4.0,0.323,-6.718,0.0,0.206,93.998,4.0,0.597,66,relax
0MAVD0SfEWpODVQkvuTw98,Last Word,3.68e-05,0.455,377560,0.978,0.298,5.0,0.138,-5.183,0.0,0.104,145.014,4.0,0.422,46,active
0P9Yw78LZrptziYwD6O0Ed,Hate Me Too,0.000505,0.385,210067,0.925,0.0,7.0,0.238,-4.883,0.0,0.0984,196.021,4.0,0.479,63,active
0WxnOLr3M8kI7eRdVKuZm3,Terrible Things,0.698,0.343,210772,0.453,0.0,9.0,0.0961,-4.843,1.0,0.0306,179.733,4.0,0.226,56,active
0amnfaLU8jeRhVcDjvEX6k,Dinosaur,0.00457,0.458,228219,0.842,0.0,9.0,0.0876,-5.378,1.0,0.0842,147.968,4.0,0.335,54,active
0k7V0datb9PpWRDGkB0xzq,Superstar,0.383,0.545,188470,0.788,1.17e-05,3.0,0.155,-4.255,0.0,0.0518,169.891,4.0,0.398,60,active
0qhGOjVl3uY2N6CAafVmCa,Emotion Sickness,0.00244,0.477,271076,0.448,0.000507,4.0,0.715,-6.372,1.0,0.0495,121.882,4.0,0.679,69,active
0sRAH3UW1W7jUo3CZq0OAH,Thousand Lifetimes,0.0102,0.424,190443,0.895,0.000911,2.0,0.0839,-4.16,0.0,0.118,93.823,4.0,0.42,50,active
0t7DV1EAMVC6y3LpW6IuLk,Becoming,1.77e-06,0.432,253346,0.941,0.0439,7.0,0.32,-6.581,1.0,0.0591,120.025,4.0,0.393,62,active
1ED1SD4TRK5NprtJ837Eaa,War,0.00186,0.574,174283,0.818,0.0,3.0,0.675,-5.452,0.0,0.0813,99.942,4.0,0.644,60,active
1PEswZbSgJOEhMGY4FFLPE,How We Roll,0.000821,0.529,174868,0.903,0.0,5.0,0.156,-5.241,1.0,0.0423,135.014,4.0,0.523,43,active
1cdCfqSwdXM0BQEDy5Fc7M,Lowest In Me,4.92e-05,0.446,187291,0.974,0.806,6.0,0.408,-3.386,1.0,0.118,99.058,4.0,0.298,64,active
1e1rQNYCZToyBDDka1Io34,Werewolf,0.0006,0.495,212082,0.951,0.0,10.0,0.116,-3.01,0.0,0.149,95.01,4.0,0.515,68,active
1hffzLWNeFthnUP4z01EPm,Face Down,0.0101,0.62,219809,0.68,0.000104,2.0,0.106,-5.216,1.0,0.0365,109.96,4.0,0.164,49,active
1jZosfYphLClzldEiQdRde,BEST TIMES,0.000284,0.306,223977,0.89,0.00011,7.0,0.321,-6.144,0.0,0.277,160.082,4.0,0.506,55,active
1linrfCmITmQHs4enAxTUY,Welcome To The Circus,7.62e-05,0.489,256741,0.987,0.0,11.0,0.788,-4.57,0.0,0.0806,139.982,4.0,0.297,72,active
1zd8h6ho3mlbhkZnADHVzP,Jesus He Knows Me,4.33e-05,0.474,245240,0.962,0.000308,7.0,0.113,-4.716,1.0,0.0638,94.991,4.0,0.253,73,active
25LxbyfZpZW6P58X2MYO4A,House Of Mirrors,0.00574,0.441,205779,0.876,0.00287,11.0,0.098,-3.821,1.0,0.224,160.904,4.0,0.507,61,active
27Nkg5NHILTJUcCyBkvVHt,Deep End,0.00275,0.53,206142,0.729,9.02e-06,4.0,0.471,-6.393,1.0,0.0338,119.981,4.0,0.261,68,active
29ffs4yVqnGEzwCazHzJrd,Self,0.000383,0.498,173145,0.863,5.37e-06,2.0,0.291,-4.231,1.0,0.0367,95.967,4.0,0.4,51,active
2Qw2kYG5hVmmPmu0JWTiyk,Crying While You're Dancing,0.0067,0.297,215293,0.817,0.0,3.0,0.1,-3.315,0.0,0.0559,171.152,4.0,0.393,62,active
2ah5gOCogw00A62XBoepmc,Miracle,0.000266,0.463,243977,0.917,1.8e-05,7.0,0.0872,-3.776,1.0,0.13,160.028,4.0,0.369,70,active
2foma3XC28Wk4Fcthqu7lk,Nothing Ever After,0.0116,0.554,235714,0.902,0.0,2.0,0.222,-4.743,0.0,0.048,112.035,4.0,0.268,66,active
2ipYQ6pcabz1NovVrr9LKH,Fighting Myself,0.00205,0.626,201428,0.909,5.19e-06,1.0,0.29,-4.419,0.0,0.131,140.027,4.0,0.737,77,active
2jRciInArYaE7ON8RkUD8Q,Win Win,0.00151,0.54,166222,0.898,2.98e-06,11.0,0.136,-4.134,1.0,0.157,135.099,4.0,0.636,63,active
2jif0PZ9YHW8Nn3BlBIHUX,Temple of Love,7.78e-05,0.44,204759,0.955,0.174,4.0,0.313,-6.379,0.0,0.0997,83.035,4.0,0.303,63,active
2pWJywnRIrDfgaKQnru6ri,Together Right,0.000385,0.504,181120,0.95,1.76e-05,10.0,0.0436,-3.8,0.0,0.0964,128.018,4.0,0.499,54,active
